id_contrato,text,label_text,label
CO1.PCCNTR.6573529,AUNAR ESFUERZOS ENTRE EL INSTITUTO NACIONAL DE VIAS Y LA JUNTA DE ACCIÓN COMUNAL VEREDA ALTO LA PAJUILA DEL MUNICIPIO DE SARAVENA; DEPARTAMENTO DE ARAUCA PARA EL MEJORAMIENTO VIAL EN EL MARCO DEL PROGRAMA CAMINOS COMUNITARIOS DE LA PAZ TOTAL,SUFICIENTE,1
CO1.PCCNTR.5438183,CONTRATO DE OBRA PARA LA INSTALACIÓN A TODO COSTO Y PUESTA EN FUNCIONAMIENTO DE SISTEMAS SÉPTICOS; INCLUYENDO SU INOCULACIÓN; EN EL MUNICIPIO DE GOMEZ PLATA ANTIOQUIA,SUFICIENTE,1
CO1.PCCNTR.6371954,Prestación de servicios profesionales de apoyo a los procesos de la gestión de la salud pública para el logro de productos propios del proyecto de inversión Fortalecimiento de acciones de atención integral en salud desde un enfoque diferencial a víctimas de violencia basada en género y violencia sex,REQUIERE_REVISION,0
CO1.PCCNTR.6196031,SUMINISTRO DE PRODUTOS PARA EL ALMACEN,REQUIERE_REVISION,0
CO1.PCCNTR.7274375,PRESTAR LOS SERVICIOS DE APOYO A LA GESTIÓN COMO AUXILIAR ADMINISTRATIVO EN LA SECRETARIA GENERAL DEL CONCEJO MUNICIPAL DE DOSQUEBRADAS,REQUIERE_REVISION,0
CO1.PCCNTR.339372,CONSTRUCCION DE DOS (2) PARQUES CON CANCHAS DEPORTIVAS EN LOS BARRIOS SANTA LUCIA Y NUEVO AMBALEMITA DEL MUNICIPIO DE HONDA; DE ACUERDO AL CONVENIO INTERADMINISTRATIVO No 512 DE 2016 CELEBRADO ENTRE EL DEPARTAMENTO ADMINISTRATIVO PARA LA PROSPERIDAD SOCIAL  FONDO DE INVERSION PARA LA PAZ  PROSPERI,SUFICIENTE,1
CO1.PCCNTR.2565834,Prestación de servicios de apoyo a la gestión en la dirección técnica de corvivienda.,REQUIERE_REVISION,0
CO1.PCCNTR.8749275,MEJORAMIENTO DEL PARQUE TURISTICO DE LA SAL; ESPACIO PUBLICO Y LA CASONA DEL MUNICIPIO DE ZIPAQUIRÁ DEL DEPARTAMENTO DE CUNDINAMARCA EN EL MARCO DEL CONVENIO ICCU 1124-2023,SUFICIENTE,1
CO1.PCCNTR.4410939,PRESTAR SERVICIOS PROFESIONALES TIPO 2 PARA EL DESARROLLO DE AUDITORÍAS Y SEGUIMIENTOS EN EL MARCO DEL PROYECTO MEJORAMIENTO DE LA EVALUACIÓN INDEPENDIENTE PARA GENERAR VALOR AGREGADO AL DESEMPEÑO INSTITUCIONAL EN EL DEPARTAMENTO DEL VALLE DEL CAUCA,SUFICIENTE,1
CO1.PCCNTR.6122969,APOYAR LA ORGANIZACIÓN; PREPARACION Y PARTICIPACION DE LOS DEPORTISTAS DE LA LIGA DE BOLO DEL VALLE; EN LOS EVENTOS DEL CALENDARIO ÚNICO NACIONAL DEL PRIMER SEMESTRE Y PRIORIZADOS DEL SEGUNDO SEMESTRE EN DESARROLLO DEL PROYECTO ESTRATEGICO DENOMINADO APOYO PARA LA PREPARACION Y PARTICIPACION DE LOS,SUFICIENTE,1
CO1.PCCNTR.1960541,SUMINISTRO DE LLANTAS PARA LOS VEHÍCULOS PERTENECIENTES DEL PROGRAMA DE SEGURIDAD EN CARRETERAS NACIONALES.,SUFICIENTE,1
CO1.PCCNTR.3899560,SUMINISTRO DE FORMATOS PREIMPRESOS PARA LA FACTURACIÓN,SUFICIENTE,1
CO1.PCCNTR.2079219,ADQUISICIÓN E INSTALACIÓN DE DISPENSADORES DE AGUA PARA LAS OFICINAS DE ENTerritorio,SUFICIENTE,1
CO1.PCCNTR.2087904,CONTRATAR DIPLOMADO EN MODELOS EDUCATIVOS FLEXIBLES PERTINENTES PARA MEJORAR Y FORTALECER LOS PROCESOS ETNOEDUCATIVOS EN LAS ESCUELAS DEL DEPARTAMENTO DE BOLÍVAR.,SUFICIENTE,1
CO1.PCCNTR.5713305,SUMINISTRO OPORTUNO DE COMPONENTES SANGUINEOS; PROCESAMIENTO DE ESTUDIOS COMPLEMENTARIOS ASESORIAS EN TEMAS RELACIONADOS CON LA TRANSFUSION; INVESTIGACION DE RAT Y CAPACITACION AL COMITÉ TRANSFUSIONAL EN LA E.S.E. HOSPITAL UNIVERSITARIO JULIO MENDEZ BARRENECHE.,SUFICIENTE,1
CO1.PCCNTR.8812345,PRESTACIÓN DE SERVICIOS PROFESIONALES COMO TRABAJADORA SOCIAL EN EL MARCO DEL PROYECTO MEJORAMIENTO DE LA ATENCION A USUARIOS DE LAS COMISARIAS DE FAMILIA DEL DISTRITO DE CARTAGENA DE INDIAS..,REQUIERE_REVISION,0
CO1.PCCNTR.7228986,Contratar el arrendamiento de un inmueble ubicado en la ciudad de Bogotá completamente dotado de mobiliario; dotación tecnológica y eléctrica para el uso exclusivo y funcionamiento de la Unidad Administrativa Especial de Gestión de Restitución de Tierras Despojadas Nivel Central Área Misional.,SUFICIENTE,1
CO1.PCCNTR.6254204,REPOSICIÓN DE LA RED DE ACUEDUCTO Y ALCANTARILLADO COMBINADA DE LA CALLE 79 BIS CON CARRERA 10C D.N O ENTRE MANZANAS 3 Y 4 D.A B/ CALATAYUD DEL MUNICIPIO DE IBAGUE DEPARTAMENTO DEL TOLIMA EN CUMPLIMIENTO DE ACCIÓN POPULAR 2019-00319,SUFICIENTE,1
CO1.PCCNTR.5160519,ENTREGAR EN COMODATO EQUIPOS Y ELEMENTOS TÉCNICOS; TECNOLÓGICOS Y DE TELEMÁTICA AL INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES - DIRECCIÓN REGIONAL BOGOTÁ,SUFICIENTE,1
CO1.PCCNTR.8608629,PRESTACIÓN DE SERVICIOS PROFESIONALES Y DE APOYO A LA GESTIÓN POR MODALIDAD DE EVENTO COMO INGENIERO DE SISTEMAS PARA EL DESARROLLO DE HERRAMIENTAS PARA EL MÓDULO DE PROMOCIÓN Y PREVENCIÓN: (CUESTIONARIO DE SÍNTOMAS PARA NIÑOS (RQC); SELF-REPORT QUESTIONNAIRE/SRQ); TEST AUDIT (ALCOHOL USE SISORDERS,SUFICIENTE,1
CO1.PCCNTR.9051578,PRESTAR LOS SERVICIOS DE APOYO AL ÁREA DE GESTIÓN POLICIVA JURIDICA Y/O ÁREA DE DESARROLLO LOCAL EN LOS TEMAS RELACIONADOS CON SEGURIDAD Y CONVIVENCIA CIUDADANA; DE CONFORMIDAD CON EL MARCO NORMATIVO APLICABLE PARA LA MATERIA,SUFICIENTE,1
CO1.PCCNTR.4396180,ARRIENDO DE BIEN INMUEBLE DESTINADO PARA EL FUNCIONAMIENTO DE LA SECRETARIA DE GOBIERNO DEL MUNICIPIO DE TURBACO; BOLIVAR.,SUFICIENTE,1
CO1.PCCNTR.9239745,Contratar servicios profesionales para el desempeño de las funciones de la Dirección Administrativa y de Servicio al Ciudadano; de conformidad con lo establecido en el Acuerdo No. 27 del 5 de septiembre de 2025.,REQUIERE_REVISION,0
CO1.PCCNTR.7113432,DOTACIÓN DE ELEMENTOS PARA EL FORTALECIMEINTO A LA EDUCACIÓN EN LAS INSTITUCIONES EDUCATIVAS OFICIALES DEL MUNICIPIO DE PUERTO BOYACA,REQUIERE_REVISION,0
CO1.PCCNTR.6704653,COMPRA DE PRODUCTOS DE TABACO (CIGARRILLOS) PARA SER COMERCIALIZADOS EN EL EXPENDIO DEL ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE ANSERMA CALDAS Y ASI EJECUTAR RECURSOS ASIGNADOS PARA LA VIGENCIA 2024.,SUFICIENTE,1
CO1.PCCNTR.8593186,Adquisición de juguetes recreativos; refrigerios y elementos logísticos necesarios para la ejecución de la Campaña Recolectando Sonrisas 2025 de la empresa DISPAC S.A. E.S.P.,SUFICIENTE,1
CO1.PCCNTR.1290444,Prestar servicios profesionales al Fondo para la Reparación de las Victimas administrado por la Unidad para la Atención y Reparación Integral a las Víctimas; en el equipo de administración de bienes; a través del apoyo a la coordinación en el grupo de bienes muebles y la estrategia de Vocación Socia,SUFICIENTE,1
CO1.PCCNTR.8975103,PRESTACIÓN DE SERVICIOS PROFESIONALES ESPECIALIZADOS PARA EJERCER COMO ABOGADA EN LA OFICINA ASESORA JURÍDICA DEL MUNICIPIO DE VILLAVICENCIO; META,REQUIERE_REVISION,0
CO1.PCCNTR.3016080,MANTENIMIENTO PREVENTIVO Y CORRECTIVO DEL PARQUE AUTOMOTOR DE PROPIEDAD DEL MUNICIPIO DE SAN GIL,SUFICIENTE,1
CO1.PCCNTR.3465804,Prestación de servicios profesionales materia de fomento y desarrollo sostenible de la actividad pesquera artesanal del Archipiélago al servicio de la Secretaría de Agricultura y Pesca; de la Gobernación de San Andrés Isla,SUFICIENTE,1
CO1.PCCNTR.7374809,MEDICO ESPECIALISTA EN PSIQUIATRIA INFANTIL,REQUIERE_REVISION,0
CO1.PCCNTR.6846123,CONTRATAR LA PRESTACIÓN DE SERVICIOS DE APOYO ADMINISTRATIVO Y AREA DE SISTEMAS DE LA CENTRAL DE URGENCIAS LOUIS PASTEUR E.S.E DE MELGAR TOLIMA.,REQUIERE_REVISION,0
CO1.PCCNTR.3416239,Prestación de servicios profesionales especializados para la asesoría y apoyo a la Oficina de Control Interno Disciplinario de la Defensoría del Pueblo en la proyección de conceptos jurídicos y en la tramitación; seguimiento e impulso de los procesos y demás de actividades que se adelanten en la dep,SUFICIENTE,1
CO1.PCCNTR.1781911,PRESTAR SERVICIOS PARA PROMOVER EL DESARROLLO INTEGRAL DE LA PRIMERA INFANCIA EN EL MARCO DE LA ATENCIÓN INTEGRAL.,REQUIERE_REVISION,0
CO1.PCCNTR.9716027,EF 080 PRESTACIÓN DE SERVICIOS PROFESIONALES COMO INSTRUCTOR DEPORTIVO PARA LA OFICINA FOMENTO Y PROMOCION DE LA EDUCACIÓN FISICA DEL INSTITUTO DE LA JUVENTUD EL DEPORTE LA RECREACION EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACIÓN EXTRA ESCOLAR DEL MUNICIPIO DE TUNJA IRDET EN LOS PROGRAMAS Y,REQUIERE_REVISION,0
CO1.PCCNTR.5860472,PRESTAR SERVICIOS PROFESIONALES COMO ARQUITECTO AL INSTITUTO DE PATRIMONIO Y CULTURA DE CARTAGENA DE INDIAS. EN MARCO DEL PROYECTO: FORTALECIMIENTO; VALORACIÓN; CUIDADO Y CONTROL DEL PATRIMONIO MATERIAL EN EL DISTRITO DE CARTAGENA DE INDIAS.,REQUIERE_REVISION,0
CO1.PCCNTR.5342356,prestación de servicios personales para apoyar las actividades de gestión documental en el git gestión contractual,SUFICIENTE,1
CO1.PCCNTR.7683435,PRESTAR SERVICIOS PROFESIONALES PARA REALIZAR EL APOYO A LA SUPERVISION DE CONTRATOS; CONVENIOS Y DEMAS TIPOLOGIAS CONTRACTUALES SUSCRITOS PARA LA PRESTACION DE LOS SERVICIOS SOCIALES DE LA SUBIDRECCION PARA LA INFANCIA; VERIFICANDO EL CUMPLIMIENTO DEL OBJETO Y LAS OBLIGACIONES CONTRACTUALES EN EL,SUFICIENTE,1
CO1.PCCNTR.3010290,AUNAR ESFUERZOS TÉCNICOS; ADMINISTRATIVOS Y FINANCIEROS PARA EL MEJORAMIENTO DE LA VÍA QUE CONDUCE DEL CASCO URBANO A LA VEREDA CACICAZGO SECTOR ENTRADA ALBERTO PÁEZ DEL MUNICIPIO DE SUESCA DEL DEPARTAMENTO DE CUNDINAMARCA,SUFICIENTE,1
CO1.PCCNTR.5283126,MANTENIMIENTO PREVENTIVOS Y CORRECTIVO A LOS EQUIPOS INFORMATICOS: COMPUTADORES; IMPRESORAS; REDES INALAMBRICAS Y DEMAS EQUIPOS DE LA ESE CENTRO DE SALUD SAN JOSE DE TOLUVIEJO.,SUFICIENTE,1
CO1.PCCNTR.8842240,PRESTACION DE SERVICIOS PROFESIONALES PARA APOYAR EN LA PREPARACION DE ACCIONES ANTE EVENTOS CONTINGENTES Y DE EMERGENCIA EN LOS DIFERENTES ENTORNOS,SUFICIENTE,1
CO1.PCCNTR.5650106,INTERVENTORIA TECNICA; ADMINISTRATIVA; FINANCIERA Y AMBIENTAL PARA EL MEJORAMIENTO Y MANTENIMIENTO DE LAS VIAS RURALES EN LOS MUNICIPIOS DE VIOTA Y ANAPOIMA DEL DEPARTAMENTO DE CUNDINAMARCA DEL PROGRAMA CAMINOS COMUNITARIOS DE LA PAZ TOTAL,SUFICIENTE,1
CO1.PCCNTR.4074886,Contratar la capacitación y realización de acciones de formación enmarcada en procesos pedagógicos orientados a la formación en control social para las 20 localidades del Distrito Capital.,SUFICIENTE,1
CO1.PCCNTR.1117631,INTERVENTORÍA TÉCNICA; ADMINISTRATIVA; FINANCIERA Y LEGAL PARA LAS OBRAS DE MEJORAMIENTO Y MANTENIMIENTO DE LA REGISTRADURIA AUXILIAR DE KENNEDY - BOGOTA.,SUFICIENTE,1
CO1.PCCNTR.8076668,Aunar esfuerzos para la atención de la fauna silvestre y la producción de material vegetal para las actividades de reforestación y restauración ecológica que lleva a cabo la corporación.,SUFICIENTE,1
CO1.PCCNTR.8562324,Aunar esfuerzos técnicos; administrativos y financieros entre el Departamento de Nariño y el CABILDO MAYOR DEL RESGUARDO INDIGENA TERRITORIAL ANCESTRAL DEL PUEBLO INDIGENA INGA EN APONTE; para la ejecución del proyecto denominado: FORTALECER LAS CAPACIDADES PRODUCTIVAS DE 212 FAMILIAS INDÍGENAS PER,SUFICIENTE,1
CO1.PCCNTR.7628066,PRESTAR SERVICIOS PROFESIONALES EN EL DESARROLLO DE LAS ACTIVIDADES JURÍDICAS Y ADMINISTRATIVAS A CARGO DE LA OFICINA ASESORA JURÍDICA DEL MUNICIPIO DE SANTANDER DE QUILICHAO,REQUIERE_REVISION,0
CO1.PCCNTR.7518990,418-3-7992-PRESTAR LOS SERVICIOS PROFESIONALES ESPECIALIZADOS PARA LIDERAR EL SEGUIMIENTO Y ACOMPAÑAMIENTO DE LAS INTERVENCIONES SOCIALES REQUERIDAS POR LA SUBDIRECCIÓN TÉCNICA OPERATIVA,SUFICIENTE,1
CO1.PCCNTR.8969598,PRESTAR SERVICIOS DE APOYO A LA GESTIÓN LOCAL Y TERRITORIAL DE LOS TEMAS DE SEGURIDAD Y CONVIVENCIA CIUDADANA EN EL MARCO DEL PROYECTO DE INVERSION 2710 GESTORES DE CONVIVENCIA EN RAFAEL URIBE URIBE,REQUIERE_REVISION,0
CO1.PCCNTR.4157747,Entregar a título de comodato alcohosensores según las condiciones de ley y especificaciones técnicas.,SUFICIENTE,1
CO1.PCCNTR.8538929,Aunar esfuerzos económicos; técnicos y administrativos entre el Departamento de Nariño y el Municipio de Ricaurte (N); para contribuir a la rehabilitación de viviendas en el sector rural del municipio de Ricaurte (N); que resultaron afectadas por eventos concatenados a las últimas temporadas de lluv,SUFICIENTE,1
CO1.PCCNTR.6997611,AUNAR ESFUERZOS TÉCNICOS; ADMINISTRATIVOS Y FINANCIEROS ENTRE LA CORPORACIÒN AUTONOMA REGIONAL DEL TOLIMA CORTOLIMA Y LA ALCALDIA MUNICIPAL DE SAN ANTONIO TOLIMA; PARA LA EJECUCIÒN DEL PROYECTO DESARROLLO DE INICIATIVAS PARA LA ADAPTACIÓN; MITIGACIÓN; CONOCIMIENTO DEL CAMBIO CLIMÁTICO Y FOMENTO DE L,SUFICIENTE,1
CO1.PCCNTR.4499169,Prestar sus servicios profesionales al Área de Gestión de Desarrollo Local para apoyar la planeación; ejecución y seguimiento a los proyectos de inversión relacionados con la infraestructura de puentes,SUFICIENTE,1
CO1.PCCNTR.3278315,PRESTACIÓN DE SERVICIOS PROFESIONALES PARA APOYAR PLANEACIÓN Y SEGUIMIENTO ESTRATEGICO DE LOS PROYECTOS REALIZADOS POR LA SECRETARÍA DE MEDIO AMBIENTE.,SUFICIENTE,1
CO1.PCCNTR.4664959,SERVICIOS PROFESIONALES PARA CAPACITAR EN LA PROMOCIÓN DE LA RUTA PARA LA OBTENCIÓN DE LA CERTIFICACIÓN DE DISCAPACIDAD,SUFICIENTE,1
CO1.PCCNTR.9450414,COMPRA DE EQUIPOS ODONTOLOGICOS DE LA ESE HOSPITAL REGIONAL DEL MAGDALENA MEDIO,SUFICIENTE,1
CO1.PCCNTR.8249641,SUMINISTRO DE CALZADO VESTIDO DE LABOR; E IMPLEMENTOS DEPORTIVOS; PARA LOS SERVIDORES PÚBLICOS DEL DEPARTAMENTO DE ANTIOQUIA.,SUFICIENTE,1
CO1.PCCNTR.9672557,Prestación de Servicios Profesionales como Ingeniero Civil en la Secretaría de Seguridad y Justicia.,REQUIERE_REVISION,0
CO1.PCCNTR.7698993,7. PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTIÓN COMO AUXILIAR ADMINISTRATIVO EN LA EJECUCIÓN Y DESARROLLO DE LOS PROCESOS INTEGRALES EN EL CARGUE OPORTUNO DE LA RESOLUCIÓN 202 DE 2021 PARA LA ESE HOSPITAL NUESTRA SEÑORA DEL CARMEN DE GUAMAL; MAGDALENA.,SUFICIENTE,1
CO1.PCCNTR.9064058,PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTIÓN DE LA SECRETARÍA DE PROTECCIÓN SOCIAL Y SALUD; COMO MONITOR DE ACTIVIDAD FÍSICA; PARA LA PROMOCIÓN MODOS; CONDICIONES Y ESTILOS DE VIDA SALUDABLES Y LA PREVENCIÓN DE LAS ENFERMEDADES CRÓNICAS NO TRANSMISIBLES; EN ARTICULACIÓN CON EL PROGRAMA POR SU SALUD,SUFICIENTE,1
CO1.PCCNTR.6262155,Prestar sus servicios profesionales a la Dirección de Acceso a Activos Productivos; apoyando técnicamente las etapas de estructuración y/o implementación de los PIDAR; especialmente en activades relacionadas con la implementación de metodologías; indicadores e instrumentos que permitan hacer seguimi,SUFICIENTE,1
CO1.PCCNTR.3914551,Prestar sus servicios profesional especializado para la gestión documental y catalogación de documentos que permitan actualizar y recuperar el inventario material e inmaterial del patrimonio cultural,SUFICIENTE,1
CO1.PCCNTR.1476632,Prestar los servicios para la atención a la primera infancia en el servicio HCB Familia Mujer e Infancia  FAMI; de conformidad con el Manual Operativo de la Modalidad Familiar; el Lineamiento Técnico para la Atención a la Primera Infancia y las directrices establecidas por el ICBF; en armonía con,SUFICIENTE,1
CO1.PCCNTR.702870,Contrato de Suministro de productos de aseo y cafetería que garanticen una óptima atención en la sede técnico administrativa de la Dirección Territorial Andes Occidentales ubicada en la ciudad de Medellín; Antioquia.,SUFICIENTE,1
CO1.PCCNTR.7096867,AUNAR ESFUERZOS TÉCNICOS; ADMINISTRATIVOS Y FINANCIEROS ENTRE LA SECRETARIA DE SALUD DE CUNDINAMARCA Y LA EMPRESA SOCIAL DEL ESTADO HOSPITAL HABACUC CALDERON DE CARMEN DE CARUPA Y/O SUS SEDES DEPENDIENTES; PARA CONTRIBUIR CON EL MEJORAMIENTO; FORTALECIMIENTO; OPORTUNIDAD Y CUMPLIMIENTO EN LA PRESTAC,SUFICIENTE,1
CO1.PCCNTR.5674339,Adelantar la Interventoría técnica; administrativa; financiera; legal; ambiental y social del contrato de consultoría que se derive del concurso de méritos cuyo objeto consiste en: Adelantar consultoría para la ejecución de cálculos; estudio; diseños técnicos y gestión de licencias y permisos requer,SUFICIENTE,1
CO1.PCCNTR.9092924,CONTRATAR LA PRESTACIÓN DEL SERVICIOS DE OPERACIÓN LOGÍSTICA PARA ORGANIZACIÓN; ADMINISTRACIÓN; PRODUCCIÓN; EJECUCIÓN Y DEMÁS ACCIONES LOGÍSTICAS NECESARIAS PARA LA REALIZACIÓN DE DIFERENTES EVENTOS Y ACTIVIDADES DE TIPO INSTITUCIONAL; ADMINISTRATIVO; ACADÉMICO; DE BIENESTAR Y ESTRATÉGICO QUE REQUIE,SUFICIENTE,1
CO1.PCCNTR.5531825,Compra de software para la aplicación del proyecto aprobado con ID11263; ID11537 del Sena CNPB vigencia 2023. Lote 1,SUFICIENTE,1
CO1.PCCNTR.3783343,OBRA PÚBLICA PARA EL MANTENIMIENTO MEJORATIVO O DE ACTUALIZACIÓN DE LOS ALOJAMIENTOS MILITARES DE LA FAC EN LA GUARNICIÓN DE BOGOTÁ D.C.,SUFICIENTE,1
CO1.PCCNTR.398743,ADQUIRIR EL SUMINISTRO DE: PRODUCTOS DE ASEO Y LIMPIEZA PARA EL FUNCIONAMIENTO DEL ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE TULUA;,SUFICIENTE,1
CO1.PCCNTR.2196539,MEDICO ESPECIALISTA - REUMATOLOGIA,REQUIERE_REVISION,0
CO1.PCCNTR.7231498,Prestar sus servicios profesionales; con plena autonomía técnica y administrativa en la Secretaria De Desarrollo Económico Y Competitividad; contemplados dentro del proyecto denominado Fortalecimiento a emprendimientos; empresarial y asociativo vigencia 2025 en el municipio de Pasto; se encuentra,REQUIERE_REVISION,0
CO1.PCCNTR.6987701,Prestar los servicios para la atención a la primera infancia en los Hogares Comunitarios de Bienestar HCB y HCB Familia Mujer e Infancia - FAMI; de conformidad con el Manual Operativo de la Modalidad correspondiente; el Lineamiento Técnico para la Atención a la Primera Infancia y las directrices e,SUFICIENTE,1
CO1.PCCNTR.4701079,SUMINISTRO DE GAS PROPANO (GAS LICUADO DE PETRÓLEO) EN CILINDROS CAPACIDAD DE 40 Y 100 LIBRAS PARA LAS CABAÑAS DEL CENTRO VACACIONAL PICALEÑA; LA CASA VACACIONAL LA CASONA UBICADA EN EL CENOP Y EN TANQUE CON CAPACIDAD DE 1000 KG PARA EL CENTRO VACACIONAL HONDA DE LA POLICÍA NACIONAL Y DEMÁS UNIDADES,SUFICIENTE,1
CO1.PCCNTR.8073135,PRESTACIÓN DE SERVICIOS PARA LA ASESORÍA JURÍDICA DE LOS ASUNTOS Y TRAMITES COMPETENCIA DE LA SECRETARIA DE PLANEACIÓN,SUFICIENTE,1
CO1.PCCNTR.4342470,PRESTACION DE SERVICIOS DE APOYO A LA GESTION COMO AUXILIAR DE ENFERMERIA EN APOYO EN EL PROGRAMA DE PROMOCIÓN Y PREVENCIÓN (PYP) EN SALUD DE LA ESE HLSMI DE ARACATACA MAGDALENA,SUFICIENTE,1
CO1.PCCNTR.7005467,CONTRATAR LA PRESTACIÓN DE SERVICIOS PROFESIONALES DE UN ABOGADO PARA ADELANTAR ASESORÍA JURÍDICA EN LOS PROCESOS ADMINISTRATIVOS REQUERIDOS POR LA DIRECCIÓN OPERATIVA; DE CONFORMIDAD CON LO DEFINIDO EN LA NORMATIVIDAD VIGENTE,SUFICIENTE,1
CO1.PCCNTR.8635114,CONSTRUCCIÓN Y PUESTA EN FUNCIONAMIENTO DEL SISTEMA DE ALUMBRADO NAVIDEÑO PARA LA TEMPORADA DECEMBRINA DEL MUNICIPIO DE SAN VICENTE DEL CAGUÁN; CAQUETÁ,SUFICIENTE,1
CO1.PCCNTR.2599927,REALIZAR EL ALQUILER DE MAQUINARIA PESADA PARA EL MANTENIMIENTO DE LAS VÍAS EN EL MUNICIPIO DE PUERTO TRIUNFO; ANTIOQUIA.,SUFICIENTE,1
CO1.PCCNTR.4322228,Prestación de servicios profesional de apoyo a la gestión como - PSICOLOGO,REQUIERE_REVISION,0
CO1.PCCNTR.8937426,PRESTAR SERVICIOS DE APOYO A AL GESTIÓN PARA ADELANTAR ACTIVIDADES RELATIVAS AL FORTALECIMIENTO DE LA MOVILIDAD Y A LA SEGURIDAD VIAL DEL MUNICIPIO DE LA TEBAIDA; QUINDÍO,SUFICIENTE,1
CO1.PCCNTR.4553799,ADMINISTRACIÓN DELEGADA DE RECURSOS PARA REALIZAR MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE AIRES ACONDICIONADOS Y MANTENIMIENTO PREVENTIVO DEL ASCENSOR UBICADO EN LA ADMINISTRACIÓN MUNICIPAL DE GIRARDOTA,SUFICIENTE,1
CO1.PCCNTR.5626263,SUMINISTRO DE SUPLEMENTOS NUTRICIONALES DESTINADOS A ATLETAS Y DEPORTISTAS DE PROYECCIÓN DE LAS ESCUELAS DE FORMACIÓN DEPORTIVA DEL INSTITUTO MUNICIPAL DE RECREACIÓN Y DEPORTES (IMRD) CHÍA,SUFICIENTE,1
CO1.PCCNTR.1980032,CONV_MINTIC_19_2020_LOG_TH_IINT_Prestación de servicios de apoyo a la gestión para realizar el proceso de coordinación a los procesos operativos concernientes a la crítica; captura y análisis de consistencia de la información y acompañamiento a las fuentes de la Encuesta tecnologías de la informació,SUFICIENTE,1
CO1.PCCNTR.1560035,Aunar esfuerzos administrativos; técnicos y financieros con el fin de apoyar el fortalecimiento a la población adulta mayor en estado de abandono; indigencia y vulnerabilidad extrema; de acuerdo a la política pública de envejecimiento y vejez y al Plan de Desarrollo Bolívar Si Avanza 2016- 2019; r,SUFICIENTE,1
CO1.PCCNTR.5428604,Prestar servicios profesionales para la implementación del protocolo de prevención; detección y atención de violencias basadas en género y todo tipo de discriminación.,SUFICIENTE,1
CO1.PCCNTR.8876554,PRESTACIÓN DE SERVICIOS COMO CONTRATISTA INDEPENDIENTE; SIN VÍNCULO LABORAL POR SU PROPIA CUENTA Y RIESGO PARA REALIZAR LA GESTION DE PROFESIONAL DE APOYO AL COMPONENTE TRANSFORMACIÓN CULTURAL EN EJECUCIÓN DEL CONTRATO INTERADMINISTRATIVO NO.4600104693 DE 2025; CELEBRADO ENTRE DISTRITO ESPECIAL DE C,REQUIERE_REVISION,0
CO1.PCCNTR.8788402,REALIZAR ACTUACIONES EN MATERIA JURÍDICA PARA INTERVENIR EN EL DESARROLLO INTEGRAL DE LOS PROCEDIMIENTOS DE CONTRATACIÓN Y REALIZAR LAS GESTIONES LEGALES Y ADMINISTRATIVAS QUE DISPONGA LA OFICINA ASESORA JURÍDICA DE CORPORINOQUIA.,SUFICIENTE,1
CO1.PCCNTR.5703838,Mejorar la calidad y confiabilidad del servicio de energía eléctrica en los barrios subnormales del Mercado de Comercialización del OPERADOR DE RED ubicados en los municipios del Sistema Interconectado Nacional - SIN- conforme los reglamentos técnicos vigentes; legalizando los usuarios y adecuando l,SUFICIENTE,1
CO1.PCCNTR.4491032,PRESTACIÓN DE SERVICIOS PROFESIONALES EN EL ACOMPAÑAMIENTO EN LA COORDINACIÓN DE LAS BANDAS SINFÓNICAS Y EN LA DIRECCIÓN MUSICAL Y ARTÍSTICO DE LAS BANDAS SINFÓNICAS EN LAS ESCUELAS DE FORMACIÓN ARTÍSTICA Y CULTURAL RECREARTE; ADSCRITAS A LA SECRETARÍA DE CULTURA DEL MUNICIPIO DE SOPÓ.,SUFICIENTE,1
CO1.PCCNTR.8833247,PRESTACIÓN DE SERVICIOS PROFESIONALES A LA SECRETARIA DE HACIENDA MUNICIPAL; EN LA LIQUIDACIÓN DEL IMPUESTO DE INDUSTRIA Y COMERCIO; RETEICA; PUBLICIDAD EXTERIOR VISUAL; ACTUALIZACION Y DEPURACION DE LA BASE DE DATOS DE INDUSTRIA Y COMERCIO; DEL MUNICIPIO DE VILLETA; CUNDINAMARCA,SUFICIENTE,1
CO1.PCCNTR.2378456,ENTREGA EN COMODATO DE UN ARÉA DEL GRUPO TÉCNICO DEL COMANDO AÉREO DE MANTENIMIENTO,REQUIERE_REVISION,0
CO1.PCCNTR.6268500,Aunar esfuerzos entre el Municipio de Baranoa - Atlántico y la Fiscalía General de la Nación para que en el ámbito de sus competencias se adelanten acciones de cooperación; en búsqueda de la eficiencia en la actuaciones administrativas que llevan a cabo en el ejercicio de sus funciones y con ello f,REQUIERE_REVISION,0
