id_contrato,text,label,label_text,pred_label,pred_text,prob_revision,prob_suficiente,confianza,correcto
CO1.PCCNTR.4287142,Aunar esfuerzos administrativos; técnicos; logísticos Y financieros entre el MUNICIPIO DE PASTO Y EL CABILDO DEL RESGUARDO INDIGENA QUILLASINGA REFUGIO DEL SOL; para la realización del proyecto PROCESO DE FORMACIÓN ARTISTICA; CULTURAL Y FOMENTO DE SABERES TRADICIONALES A TRAVÉS DE HERRAMIENTAS TECNO,1,SUFICIENTE,1,SUFICIENTE,0.01868931,0.9813107,0.9813107,True
CO1.PCCNTR.8395676,ARRENDAMIENTO DE UN INMUEBLE INCLUIDO SERVICIOS PÚBLICOS Y DEMAS ELEMENTOS NECESARIOS PARA EL FUNCIONAMIENTO DE LA INSTITUCIÓN ETNOEDUCATIVA DE LA BOQUILLA - SEDE MARÍA BERNARDA VIGENCIA 2025,1,SUFICIENTE,1,SUFICIENTE,0.0416178,0.9583822,0.9583822,True
CO1.PCCNTR.8787360,Prestar por sus propios medios; con plena autonomía técnica administrativa y financiera los servicios profesionales jurídicos para elaborar; revisar y/o adelantar actividades relacionadas con documentos jurídicos; actos administrativos y gestión jurídica de competencia de la Gerencia Jurídica.,1,SUFICIENTE,1,SUFICIENTE,0.13974822,0.86025184,0.86025184,True
CO1.PCCNTR.8380319,CONTRATAR LA PRESTACIÓN DE SERVICIOS DE UNA PROFESIONAL EN PSICOLOGIA; PARA EL PROGRAMA EQUIPOS BASICOS DE ATENCION PRIMARIA EN SALUD URBANOS; EJECUTADOS EN EL MUNICIPIO DE MELGAR TOLIMA POR LA CENTRAL DEL URGENCIAS LOUIS PASTEUR ESE; CONFORME A RESOLUCION 1928 DE 2024,1,SUFICIENTE,1,SUFICIENTE,0.044973567,0.9550264,0.9550264,True
CO1.PCCNTR.2726642,Prestación de servicios profesionales para contribuir con la gestión y ejecución de proyectos en los cuales participa la Dirección de Extensión; Proyección Social y Empresarial de la Institución Universitaria de Envigado.,0,REQUIERE_REVISION,1,SUFICIENTE,0.31268474,0.6873153,0.6873153,False
CO1.PCCNTR.5674339,Adelantar la Interventoría técnica; administrativa; financiera; legal; ambiental y social del contrato de consultoría que se derive del concurso de méritos cuyo objeto consiste en: Adelantar consultoría para la ejecución de cálculos; estudio; diseños técnicos y gestión de licencias y permisos requer,1,SUFICIENTE,1,SUFICIENTE,0.0073886756,0.99261135,0.99261135,True
CO1.PCCNTR.3018036,ADQUISICION DE DISPOSITIVOS INFORMATICOS PARA LA OFICINA DE PASAPORTES.,1,SUFICIENTE,1,SUFICIENTE,0.051510453,0.9484895,0.9484895,True
CO1.PCCNTR.3701414,EL ARRENDAMIENTO DE AREA PARA EL ALMACENAMIENTO DE ARCHIVOS DOCUMENTALES DEL ARCHIVO CENTRAL DE LA GERENCIA DEPARTAMENTAL COLEGIADA DE SANTANDER DE LA CONTRALORÍA GENERAL DE LA REPÚBLICA,1,SUFICIENTE,1,SUFICIENTE,0.16198196,0.83801806,0.83801806,True
CO1.PCCNTR.458297,INTERVENTORÍA TÉCNICA; ADMINISTRATIVA; LEGAL; FINANCIERA; SOCIAL; AMBIENTAL Y DE SEGURIDAD Y SALUD EN EL TRABAJO PARA LAS OBRAS PENDIENTES POR EJECUTAR DURANTE LA ETAPA DE CONSTRUCCIÓN DEL CONTRATO DE OBRA IDU-136-2007. ADEMÁS; RECIBO FINAL DE LAS OBRAS; BALANCE FINANCIERO; TÉCNICO; Y DOCUMENTAL DEL,1,SUFICIENTE,1,SUFICIENTE,0.12700155,0.8729984,0.8729984,True
CO1.PCCNTR.2335511,Prestar servicios profesionales al Grupo Interno de Gestión del Talento Humano de la Dirección Administrativa y Financiera en el desarrollo de estrategias de divulgación de información sobre las actividades del grupo y la verificación y actualización de información en los sistemas que utiliza para a,1,SUFICIENTE,1,SUFICIENTE,0.14080818,0.85919183,0.85919183,True
CO1.PCCNTR.4373432,PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTIÓN EN LA SUBSECRETARÍA DE DESARROLLO SOCIAL Y EDUCATIVO;BRINDANDO APOYO A LOS PROGRAMAS SOCIALES DESARROLLADOS POR EL GOBIERNO NACIONAL DE TRANSFERENCIA MONETARIAS CONDICIONADAS Y NO CONDICIONADAS; ADOPTADOS POR EL MUNICIPIO DE MONTENEGRO,0,REQUIERE_REVISION,1,SUFICIENTE,0.36373162,0.6362684,0.6362684,False
CO1.PCCNTR.7258928,PRESTACION DE SERVICIOS PROFECIONALES COMO MEDICO GENERAL PARA LA EMPRESA SOCIAL DEL ESTADO DEL MUNICIPIO DE VILLAVICENCIO,0,REQUIERE_REVISION,0,REQUIERE_REVISION,0.84619683,0.1538032,0.84619683,True
CO1.PCCNTR.8895596,"DP00-3202056-5-029Prestar servicios profesionales con plena
autonomía técnica y administrativa en la Dirección Territorial Pacífico para
adelantar procesos de comunicación y educación ambiental con actores
priorizados y vinculados a la gestión territorial de las áreas protegidas
adscritas; en el mar",1,SUFICIENTE,1,SUFICIENTE,0.27391416,0.72608584,0.72608584,True
CO1.PCCNTR.8812345,PRESTACIÓN DE SERVICIOS PROFESIONALES COMO TRABAJADORA SOCIAL EN EL MARCO DEL PROYECTO MEJORAMIENTO DE LA ATENCION A USUARIOS DE LAS COMISARIAS DE FAMILIA DEL DISTRITO DE CARTAGENA DE INDIAS..,0,REQUIERE_REVISION,0,REQUIERE_REVISION,0.65756595,0.34243408,0.65756595,True
CO1.PCCNTR.5661136,Prestación de servicios profesionales de apoyo a la gestión en el área asistencial como MEDICO GENERAL.,0,REQUIERE_REVISION,0,REQUIERE_REVISION,0.91181,0.08819005,0.91181,True
CO1.PCCNTR.4553799,ADMINISTRACIÓN DELEGADA DE RECURSOS PARA REALIZAR MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE AIRES ACONDICIONADOS Y MANTENIMIENTO PREVENTIVO DEL ASCENSOR UBICADO EN LA ADMINISTRACIÓN MUNICIPAL DE GIRARDOTA,1,SUFICIENTE,1,SUFICIENTE,0.12368283,0.8763172,0.8763172,True
CO1.PCCNTR.1590864,PRESTAR SERVICIOS PROFESIONALES PARA APOYAR DESDE LAS ARTES LITERARIAS Y VISUALES EL DISEÑO Y PUESTA EN MARCHA DE ESTRATEGIAS DE FORMACIÓN Y LA REALIZACIÓN DE INTERVENCIONES SIMBÓLICAS CON ENFOQUE PEDAGÓGICO Y DE JUSTICIA RESTAURATIVA CON LAS POBLACIONES QUE LE SEAN ASIGNADAS POR LA DIRECCIÓN DE RES,1,SUFICIENTE,1,SUFICIENTE,0.098772585,0.9012275,0.9012275,True
CO1.PCCNTR.3156223,El arrendador entrega al arrendatario a titulo de arrendamiento el segundo piso del inmueble ubicado en la DIAGONAL 89 A SUR No 87-60; de la localidad de Bosa de la ciudad de Bogotá; para ser destinado a los servicios de bienestar social que presta la Secretaria Distrital de Integración Social,1,SUFICIENTE,1,SUFICIENTE,0.18097351,0.8190264,0.8190264,True
CO1.PCCNTR.6284403,Prestación de servicios TECNOLOGA AMBIENTAL,0,REQUIERE_REVISION,0,REQUIERE_REVISION,0.9167081,0.083291925,0.9167081,True
CO1.PCCNTR.4328406,GOB 308 CONTRATO DE COMODATO O PRESTAMOS DE BIENES MUEBLES A LA JUNTA DE ACCION COMUNAL DE LA VEREDA CHINA ALTA DEL COREREGIMIENTO TRECE DEL MUNICIPIO DE IBAGUE EN EL MARCO DEL PROYECTO FORTALECIMIENTO DE LA DEMOCRACIA; LA PARTICIPACION CIUDADANA Y LA LIBERTAD RELIGIOSA EN EL MUNICIPIO DE IBAGUE,1,SUFICIENTE,1,SUFICIENTE,0.07303238,0.92696756,0.92696756,True
CO1.PCCNTR.6069955,Aunar esfuerzos técnicos; administrativos y económicos y en consecuencia entregar en calidad de préstamo el bien inmueble identificado Punto Vive Digital La Pradera en el municipio de Dosquebradas; con el fin de instalar un Centro Operativo Municipal - COM para el desarrollo del Censo Económico Naci,1,SUFICIENTE,1,SUFICIENTE,0.01890545,0.9810946,0.9810946,True
CO1.PCCNTR.4054920,PRESTAR SERVICIOS PROFESIONALES DE APOYO PSICOLOGICO PARA PROMOVER EL DESARROLLO INTEGRAL DE LA PRIMERA INFANCIA EN LOS SERVICIOS DE CRECEMOS EN LA RURALIDAD Y ESPACIOS RURALES; EN EL MARCO DE LA ATENCION INTEGRAL Y EL SISTEMA DE CUIDADO,1,SUFICIENTE,1,SUFICIENTE,0.34574008,0.6542599,0.6542599,True
CO1.PCCNTR.9128449,PRESTAR SERVICIOS PERSONALES DE CARACTER TEMPORAL COMO INSTRUCTOR CONTRATISTA; IMPARTIENDO FORMACIÓN PROFESIONAL INTEGRAL EN PROGRAMAS TITULADOS Y/O COMPLEMENTARIOS EN MODALIDAD PRESENCIAL PARA LA ATENCION DE LA POBLACION VICTIMA PERTENECIENTES A LA RED TECNOLOGICA DE: TECNOLOGÍAS DE GESTIÓN ADMINIS,1,SUFICIENTE,1,SUFICIENTE,0.4456652,0.55433476,0.55433476,True
CO1.PCCNTR.1523932,SERVICIOS_2020_EMS_TH_TU Prestación de servicios de apoyo a la gestión para realizar los procesos preoperativo y de recolección; asesoramiento a empresas; validación; análisis; consistencia y envíos de la información de la EMS para los periodos a recolectar en la ejecución del contrato de mayo y jun,1,SUFICIENTE,1,SUFICIENTE,0.040922306,0.9590777,0.9590777,True
CO1.PCCNTR.1396134,CONVENIO INTERADMINISTRATIVO DE TRASLADO POR PERMUTA LIBREMENTE CONVENIDA ENTRE LOS DOCENTES SANDRA MILENA CHANAGA M Y MARTHA JANETH MENDOZA C; ENTRE EL DPTO DE SANTANDER Y EL MUNICIPIO DE BUCARAMANGA,1,SUFICIENTE,1,SUFICIENTE,0.055463932,0.9445361,0.9445361,True
CO1.PCCNTR.5416337,CONTRATAR LA PRESTACIÓN DE SERVICIOS DE UN OPERADOR LOGÍSTICO PARA REALIZAR ACTIVIDADES LÚDICO PEDAGÓGICAS; CULTURALES Y ARTÍSTICAS A LOS ADULTOS MAYORES DEL CENTRO DÍA DE LA SECRETARIA DE DESARROLLO ECONÓMICO Y SOCIAL DEL MUNICIPIO DE GIRARDOT DANDO CUMPLIMIENTO A LO CORRESPONDIENTE DEL 70% DE LA E,1,SUFICIENTE,1,SUFICIENTE,0.05184547,0.94815457,0.94815457,True
CO1.PCCNTR.5206804,Contratar la compra; instalación y puesta en funcionamiento de una plataforma elevadora para personas con movilidad reducida,1,SUFICIENTE,1,SUFICIENTE,0.0061689946,0.9938309,0.9938309,True
CO1.PCCNTR.768265,PRESTAR SERVICIOS PERSONALES COMO AUXILIAR DE APOYO EN TEMAS ARCHIVÍSTICOS; PARA REALIZAR OPORTUNAMENTE EL CONTROL A LA DOCUMENTACIÓN; GARANTIZANDO EL NORMAL FUNCIONAMIENTO DE LOS PROCEDIMIENTOS DE LAS DEPENDENCIAS EN LA VENTANILLA DE LA SEDE ADMINISTRATIVA; EN EL MARCO DEL PROYECTO 1106,1,SUFICIENTE,1,SUFICIENTE,0.18907149,0.8109285,0.8109285,True
CO1.PCCNTR.5292218,Adquirir a título de compraventa 26 licencias Microsoft 365 Apps para computadores de escritorio y portátiles de la Secretaría Municipal de Salud con la posibilidad de que cada licencia sea utilizada hasta en 5 dispositivos de propiedad de la SMS.,1,SUFICIENTE,1,SUFICIENTE,0.008429287,0.9915707,0.9915707,True
CO1.PCCNTR.1770940,Aunar esfuerzos; humanos; administrativos y técnicos; entre el Departamento y el Municipio de Ancuya  Nariño; para el préstamo de maquinaria pesada que será utilizada en el mantenimiento preventivo de la malla vial que pertenezca al Municipio y al Departamento de Nariño.,1,SUFICIENTE,1,SUFICIENTE,0.022499967,0.9775,0.9775,True
CO1.PCCNTR.2902511,El Comodante Departamento del Magdalena hace entrega en calidad de préstamo de uso o comodato; al comodatario ASOCIACIÓN DE PRODUCTORES PROFESIONALES AGROPECUARIOS DE LOS ANDES (ASOPROAGROANDES); - y esta recibe un banco de maquinaria agrícola compuesto por un (1) tractor; una (1) cosechadora de,1,SUFICIENTE,1,SUFICIENTE,0.0607519,0.9392481,0.9392481,True
CO1.PCCNTR.6293700,MEG-74 AUNAR ESFUERZOS TECNICOS; ECONOMICOS Y HUMANOS PARA PRESTAR EL SERVICIO DE ATENCION INTEGRAL AL ADULTO MAYOR DEL MUNICIPIO DE TUNJA BOYACA-VIGENCIA 2024; DENTRO DE LA ESTRATEGIA SABIDURIA CON AMOR DE LA SECRETARIA DE LA MUJER EQUIDAD DE GENERO E INLCUSION SOCIAL.,1,SUFICIENTE,1,SUFICIENTE,0.069226466,0.93077356,0.93077356,True
CO1.PCCNTR.5115521,AUNAR ESFUERZOS TÉCNICOS; ADMINISTRATIVOS Y FINANCIEROS CON EL MUNICIPIO DE PULÍ; PARA APOYAR A LA FUERZA PÚBLICA CON EL SUMINISTRO DE COMBUSTIBLE PARA EL PARQUE AUTOMOTOR DE LA ESTACIÓN DE POLICÍA EN CUMPLIMIENTO DEL PLAN INTEGRAL DE SEGURIDAD Y CONVIVENCIA CIUDADANA PISCC.,1,SUFICIENTE,1,SUFICIENTE,0.013689475,0.9863105,0.9863105,True
CO1.PCCNTR.3223858,Prestar servicios profesionales para apoyar a la UPRA en la orientación del desarrollo metodológico; operativo y analítico relacionado con la construcción; mantenimiento y actualización de estructuras de costos de producción agropecuarios; de acuerdo a los productos; zonas y lineamientos establecido,1,SUFICIENTE,1,SUFICIENTE,0.008015269,0.9919848,0.9919848,True
CO1.PCCNTR.261265,ADQUISICIÓN MISILES PARA NUEVAS NECESIDADES DE LA EMPRESA DE ACUEDUCTO DE BOGOTA,1,SUFICIENTE,1,SUFICIENTE,0.15335886,0.84664106,0.84664106,True
CO1.PCCNTR.1275770,EL CONTRATISTA se obliga para con la Agencia Nacional de Infraestructura a prestar sus servicios profesionales como abogado especializado para brindar apoyo jurídico a los contratos de concesión de carreteras y/o aeropuertos y sus correspondientes interventorías; en el Grupo Interno de Trabajo de As,1,SUFICIENTE,1,SUFICIENTE,0.39565217,0.6043478,0.6043478,True
CO1.PCCNTR.6622680,ADQUISICIÓN DE JUEGOS DE MESA Y ELEMENTOS DEPORTIVOS PARA EL DEPARTAMENTO DE POLICÍA VICHADA,1,SUFICIENTE,1,SUFICIENTE,0.04716187,0.9528382,0.9528382,True
CO1.PCCNTR.7714034,PRESTACIÓN DE SERVICIO DE ALIMENTACIÓN PARA LA FUERZA PUBLICA (EJERCITO Y POLICÍA); QUE APOYAN LAS ACTIVIDADES TENDIENTES A LA SEGURIDAD Y ORDEN PÚBLICO DEL MUNICIPIO DE SAN FRANCISCO.,1,SUFICIENTE,1,SUFICIENTE,0.14940722,0.8505928,0.8505928,True
CO1.PCCNTR.7745571,Prestación de servicios de fumigación; desinsectación; desratización; desinfección y limpieza de las diferentes áreas de las instalaciones del edificio del Despacho Regional y el CIGEC,1,SUFICIENTE,1,SUFICIENTE,0.045268096,0.95473194,0.95473194,True
CO1.PCCNTR.7022068,PRESTACIÓN DE SERVICIOS PROFESIONALES COMO ESPECIALISTA EN GERENCIA DE PROYECTOS PARA LA SECRETARÍA DE TURISMO; ORIENTADOS AL FORTALECIMIENTO DE LA CAMPAÑA DE PREVENCIÓN DE LA EXPLOTACIÓN SEXUAL; MEDIANTE LA FORMULACIÓN; EJECUCIÓN Y MONITOREO DE ESTRATEGIAS Y ACCIONES DE SENSIBILIZACIÓN Y CONTROL.,1,SUFICIENTE,1,SUFICIENTE,0.16572809,0.8342719,0.8342719,True
CO1.PCCNTR.5438183,CONTRATO DE OBRA PARA LA INSTALACIÓN A TODO COSTO Y PUESTA EN FUNCIONAMIENTO DE SISTEMAS SÉPTICOS; INCLUYENDO SU INOCULACIÓN; EN EL MUNICIPIO DE GOMEZ PLATA ANTIOQUIA,1,SUFICIENTE,1,SUFICIENTE,0.022328783,0.97767127,0.97767127,True
CO1.PCCNTR.718175,Prestar servicios profesionales para el seguimiento de la ejecución del componente financiero del proyecto de fortalecimiento de las capacidades administrativas y de construcción de paz en el territorio nacional.,1,SUFICIENTE,1,SUFICIENTE,0.12241826,0.8775817,0.8775817,True
CO1.PCCNTR.8635114,CONSTRUCCIÓN Y PUESTA EN FUNCIONAMIENTO DEL SISTEMA DE ALUMBRADO NAVIDEÑO PARA LA TEMPORADA DECEMBRINA DEL MUNICIPIO DE SAN VICENTE DEL CAGUÁN; CAQUETÁ,1,SUFICIENTE,1,SUFICIENTE,0.021615336,0.97838473,0.97838473,True
CO1.PCCNTR.3095794,ADQUISICIÓN DE SOLUCIONES Y MATERIALES DE LABORATORIO SOPORTE PARA ACTIVIDADES DE TOMA DE MUESTRA,1,SUFICIENTE,1,SUFICIENTE,0.019215846,0.9807842,0.9807842,True
CO1.PCCNTR.651994,Publicación de pauta publicitaria en la revista Interactuando con la 9.,1,SUFICIENTE,1,SUFICIENTE,0.18286288,0.8171371,0.8171371,True
CO1.PCCNTR.330464,SERVICIOS DE APOYO A LA GESTION PARA LA ADMINISTRACION CONTROL; SEGUIMIENTO Y DIGITALIZACION DE LA CORRESPONDENCIA INTERNA Y EXTERNA QUE SE GENERE E INGRESE POR CUALQUIER MEDIO A LA SUPERINTENDENCIA DE LA ECONOMIA SOLIDARIA,1,SUFICIENTE,1,SUFICIENTE,0.20585442,0.7941456,0.7941456,True
CO1.PCCNTR.3338522,Prestación de servicios profesionales como pianista; para apoyar los procesos de formación musical de las Instituciones Educativas Distritales vinculadas a la estrategia Canta Bogotá Canta que le sean asignadas.,1,SUFICIENTE,1,SUFICIENTE,0.1476166,0.8523834,0.8523834,True
CO1.PCCNTR.4355258,PRESTACIÓN DE SERVICIOS COMO CONTRATISTA INDEPENDIENTE; SIN VÍNCULO LABORAL POR SU PROPIA CUENTA Y RIESGO PARA REALIZAR LA GESTIÓN COMO PROFESIONAL DE NUTRICIONISTA - DIETISTA EN EJECUCIÓN DEL CONTRATO INTERADMINISTRATIVO NO 4600092250 DE 2021; CELEBRADO ENTRE EL MUNICIPIO DE MEDELLÍN; UNIDAD ADMINI,0,REQUIERE_REVISION,1,SUFICIENTE,0.13992442,0.8600756,0.8600756,False
CO1.PCCNTR.8830619,PRESTACION DE SERVICIOS PROFESIONALES PARA LA IMPLEMENTACION DE LOS PLANES EN EL MARCO DE LA LEY 1448 LEY DE VICTIMAS; DE LA SECRETARIA DE GOBIERNO DEL MUNICIPIO DE DOSQUEBRADAS,1,SUFICIENTE,0,REQUIERE_REVISION,0.78621274,0.21378726,0.78621274,False
CO1.PCCNTR.7720148,SUMINISTRO DE PAPEL HIGIENICO Y TOALLAS DE MANO,1,SUFICIENTE,1,SUFICIENTE,0.054954547,0.9450455,0.9450455,True
CO1.PCCNTR.8440260,PRESTAR LOS SERVICIOS PROFESIONALES COMO ABOGADO PARA LA DIRECCIÓN DE PLANEACION Y POLITICAS JURIDICAS.,0,REQUIERE_REVISION,0,REQUIERE_REVISION,0.6978664,0.30213365,0.6978664,True
CO1.PCCNTR.8675022,PRESTAR SERVICIOS COMO TECNICO EN ENFERMERIA PARA REALIZAR ACTIVIDADES DE CANALIZACIÓN Y GESTIÓN INTEGRAL DEL RIESGO EN SALUD TALES COMO (DETECCIÓN TEMPRANA Y PROTECCIÓN ESPECIFICA) EN LA IPS HOSPITAL LOCAL DE VILLANUEVA. Y DEMAS IPS ADSCRITAS A RED SALUD CASANARE E.S.E.,1,SUFICIENTE,1,SUFICIENTE,0.27163795,0.728362,0.728362,True
CO1.PCCNTR.8383128,PRESTACIÓN DE SERVICIOS PROFESIONALES COMO ABOGADO DENTRO DEL PROYECTO DE FORTALECIMIENTO INSTITUCIONAL PARA EL DESARROLLO DE POLITICAS; PROGRAMAS Y PROYECTOS DE LA GOBERNACIÓN DEL VALLE DEL CAUCA.,0,REQUIERE_REVISION,1,SUFICIENTE,0.41682634,0.5831737,0.5831737,False
CO1.PCCNTR.7113432,DOTACIÓN DE ELEMENTOS PARA EL FORTALECIMEINTO A LA EDUCACIÓN EN LAS INSTITUCIONES EDUCATIVAS OFICIALES DEL MUNICIPIO DE PUERTO BOYACA,0,REQUIERE_REVISION,1,SUFICIENTE,0.17931488,0.8206851,0.8206851,False
CO1.PCCNTR.2476116,COMPRA DE ELEMENTOS CON DESTINO A LAS PERSONAS PRIVADAS DE LA LIBERTAD EN CUMPLIMIENTO DEL FALLO DE TUTELA 2021-0009.,0,REQUIERE_REVISION,1,SUFICIENTE,0.05686155,0.9431384,0.9431384,False
CO1.PCCNTR.7026981,Aunar recursos tecnicos; administrativos y financieros entre las partes para prestar el servicio Comedores Comunitarios a la poblacion focalizada por la SDIS; para contribuir a la mitigacion de la inseguridad alimentaria en el marco del Proyecto 7953 Generacion del bien-estar alimentario y nutricio,1,SUFICIENTE,1,SUFICIENTE,0.031499382,0.9685006,0.9685006,True
CO1.PCCNTR.7167220,ESTUDIOS Y DISEÑOS PARA CONSTRUIR COMEDORES ESCOLARES EN LAS SEDES EDUCATIVAS OFICIALES,1,SUFICIENTE,1,SUFICIENTE,0.037361998,0.9626381,0.9626381,True
CO1.PCCNTR.2108117,ARRENDAMIENTO DE BIEN INMUEBLE UBICADO EN LA CALLE 20 N° 17 - 60 EN LA CIUDAD DE SINCELEJO PARA EL FUNCIONAMIENTO DE LAS OFICINAS DE LA DIRECCIÓN DE CULTURA,1,SUFICIENTE,1,SUFICIENTE,0.035078675,0.9649213,0.9649213,True
CO1.PCCNTR.5246011,SUMINISTRO DE ELEMENTOS DE ILUMINACIÓN (REFLECTORES; LÁMPARAS Y BOMBILLAS),1,SUFICIENTE,1,SUFICIENTE,0.006513499,0.9934865,0.9934865,True
CO1.PCCNTR.6540640,Adquirir insumos prehospitalarios para la atención de emergencias,1,SUFICIENTE,1,SUFICIENTE,0.12326005,0.87674,0.87674,True
CO1.PCCNTR.7178923,REALIZAR INTERVENTORÍA TÉCNICA; ADMINISTRATIVA; FINANCIERA; JURÍDICA; AMBIENTAL Y SOCIAL AL CONTRATO DE OBRA PUBLICA RESULTANTE DEL PROCESO DE LICITACION PUBLICA CUYO OBJETO ES: CONTRATAR MEDIANTE EL SISTEMA DE PRECIOS UNITARIOS FIJOS A MONTO AGOTABLE LAS OBRAS DE MANTENIMIENTO; ADECUACIÓN Y REPARA,1,SUFICIENTE,1,SUFICIENTE,0.068102375,0.93189764,0.93189764,True
CO1.PCCNTR.6409515,AUNAR ESFUERZOS PARA ADELANTAR ACCIONES CONJUNTAS EN LA DISMINUCION DE LOS RIESGOS ASOCIADOS A LA POBLACION INFANTIL Y JUVENIL EN EL MUNICIPIO DE BOJACA; CON LA IMPLEMENTACION DE UN PROGRAMA DE JORNADA ESCOLAR COMPLEMENTARIA; EN LA MODALIDAD DE BILINGUISMO MEDIANTE LOS PROCESOS DE APRENDIZAJE DEL IN,1,SUFICIENTE,1,SUFICIENTE,0.017012626,0.9829874,0.9829874,True
CO1.PCCNTR.7986499,PRESTAR SERVICIOS TÉCNICOS COMO AUXILIAR DE ENFERMERÍA PARA LA EJECUCIÓN DE ACTIVIDADES INHERENTES A LA OPERACIÓN DE LA ESTRATEGIA DE ATENCIÓN PRIMARIA EN SALUD SEGÚN RESOLUCIÓN 865 DE 2024 EXPEDIDA POR EL MSPS PARA CHAGUANI.,0,REQUIERE_REVISION,1,SUFICIENTE,0.30523115,0.6947688,0.6947688,False
CO1.PCCNTR.9582644,Suministro; recarga y mantenimiento de los extintores pertenecientes a la Delegación Departamental; Registradurias Especial y Auxiliar de Tunja y algunas Registradurias Municipales de Boyacá,1,SUFICIENTE,1,SUFICIENTE,0.031529184,0.9684709,0.9684709,True
CO1.PCCNTR.8749275,MEJORAMIENTO DEL PARQUE TURISTICO DE LA SAL; ESPACIO PUBLICO Y LA CASONA DEL MUNICIPIO DE ZIPAQUIRÁ DEL DEPARTAMENTO DE CUNDINAMARCA EN EL MARCO DEL CONVENIO ICCU 1124-2023,1,SUFICIENTE,1,SUFICIENTE,0.083441176,0.91655886,0.91655886,True
CO1.PCCNTR.6373005,PRESTACIÓN DE SERVICIOS PROFESIONALES EN EL MARCO DEL PROGRAMA DE SALUD OCUPACIONAL DE LA DIRECCIÓN ADMINISTRATIVA DE TALENTO HUMANO DE LA ALCALDÍA MAYOR DE CARTAGENA DE INDIAS,0,REQUIERE_REVISION,0,REQUIERE_REVISION,0.79366624,0.20633379,0.79366624,True
CO1.PCCNTR.5153809,Suministro papelería; útiles de escritorio y oficina INSTITUCION EDUCATIVA DE DESARROLLO RURAL,1,SUFICIENTE,0,REQUIERE_REVISION,0.5905578,0.40944216,0.5905578,False
CO1.PCCNTR.8772001,PRESTACIÓN DE SERVICIOS PROFESIONALES PARA LA GENERACIÓN DE CONTENIDOS PERIODÍSTICOS; INFORMATIVOS Y COMUNICATIVOS QUE FORTALEZCAN LA DIVULGACIÓN DE LA GESTIÓN INSTITUCIONAL; LAS ESTRATEGIAS DE COMUNICACIÓN DIGITAL Y LA IMAGEN DE LA ADMINISTRACIÓN MUNICIPAL,1,SUFICIENTE,1,SUFICIENTE,0.1744806,0.82551944,0.82551944,True
